00000, 00280
00001, 00424
00002, 00152
00003, 11200
00004, 11200
00005, 11200
00006, 11200
00007, 11200
00008, 11200
00009, 11200
00010, 11200
00011, 11200
00012, 11200
00013, 11200
00014, 11200
00015, 11200
00016, 11200
00017, 11200
00018, 11200
00019, 11200
00020, 11200
00021, 11200
00022, 11200
00023, 11200
00024, 11200
00025, 11200
00026, 11200
00027, 11200
00028, 11200
00029, 11200
00030, 11200
00031, 11200
00032, 11200
00033, 11200
00034, 11200
00035, 11200
00036, 11200
00037, 11200
00038, 11200
00039, 11200
00040, 11200
00041, 11200
00042, 11200
00043, 11200
00044, 11200
00045, 11200
00046, 11200
00047, 11200
00048, 11200
00049, 11200
00050, 11200
00051, 11200
00052, 11200
00053, 11200
00054, 11200
00055, 11200
00056, 11200
00057, 11200
00058, 11200
00059, 11200
00060, 11200
00061, 11200
00062, 11200
00063, 11200
00064, 11200
00065, 11200
00066, 11200
00067, 11200
00068, 11200
00069, 11200
00070, 11200
00071, 11200
00072, 11200
00073, 11200
00074, 11200
00075, 11200
00076, 11200
00077, 11200
00078, 11200
00079, 11200
00080, 11200
00081, 11200
00082, 11200
00083, 11200
00084, 11200
00085, 11200
00086, 11200
00087, 11200
00088, 11200
00089, 11200
00090, 11200
00091, 11200
00092, 11200
00093, 11200
00094, 11200
00095, 11200
00096, 11200
00097, 11200
00098, 11200
00099, 11200
00100, 11200
00101, 11200
00102, 11200
00103, 11200
00104, 11200
00105, 11200
00106, 11200
00107, 11200
00108, 11200
00109, 11200
00110, 11200
00111, 11200
00112, 11200
00113, 11200
00114, 11200
00115, 11200
00116, 11200
00117, 11200
00118, 11200
00119, 11200
00120, 11200
00121, 11200
00122, 11200
00123, 11200
00124, 05512
00125, 11200
00126, 11200
00127, 11200
00128, 11200
00129, 11200
00130, 02864
00131, 05800
00132, 11200
00133, 11200
00134, 11200
00135, 11200
00136, 11200
00137, 11200
00138, 11200
00139, 11200
00140, 11200
00141, 11200
00142, 11200
00143, 11200
00144, 10912
00145, 10216
00146, 11200
00147, 11200
00148, 11200
00149, 11200
00150, 11200
00151, 11200
00152, 11200
00153, 11200
00154, 11200
00155, 11200
00156, 11200
00157, 08424
00158, 11200
00159, 11200
00160, 11200
